Code,name,latitude,longitude,o_m_peak,o_e_peak,d_m_peak,d_e_peak,area_park,len_cycle_path,len_major_road,len_minor_road,num_metro_stations,num_other_commercial,num_restuarants,num_university,num_pop,num_bus_stations,num_bus_routes,walkscore,capacity,area,missing_rate,demand
6115,Benny / de Monkland,45.46685123845205,-73.63162770867349,707.0,1008.0,709.0,1466.0,40712.99478550001,192.094706183,851.5870055699999,1544.63192838,0,1,0,0,1439.31949188,8.0,4.0,60.0,27.0,183768.788957,0.004975124378109453,16.01
6116,Plessis / Ontario,45.52349210923463,-73.56073021888733,2262.0,2728.0,1214.0,5088.0,966.579385085,0.0,0.0,1206.9694606300004,0,15,7,0,615.6956809270001,1.0,2.0,83.0,15.0,67023.3353138,0.0,52.666666666666664
6117,de Maisonneuve / Aylmer (est),45.50526304478132,-73.57048004865645,594.0,2712.0,1823.0,1680.0,0.0,152.37919529,0.0,564.6304429210002,0,7,5,0,239.488604128,1.0,2.0,99.0,13.0,21536.1639094,0.38308457711442784,57.04032258064516
6118,de Champlain / Ontario,45.52510954917077,-73.56020584702492,2963.0,3243.0,1736.0,5762.0,4018.56813983,0.0,384.138600111,1231.25465586,0,10,7,0,976.643094376,7.0,5.0,84.0,19.0,101275.217347,0.0,65.40796019900498
6119,Ontario / de Lorimier,45.52773089755533,-73.55753839015959,3539.0,3737.0,1188.0,7119.0,13357.9718748,0.0,623.3498794750002,1919.04780901,0,9,3,0,1081.92647705,8.0,4.0,84.0,39.0,130855.415346,0.0,74.57711442786069
6120,Métro Frontenac (Ontario / du Havre),45.53370598779896,-73.55217933654784,1586.0,3921.0,3444.0,5036.0,8180.94038266,338.144395215,297.729022064,862.8687470089999,1,9,9,0,687.473022638,8.0,15.0,85.0,23.0,70684.1971485,0.0,57.691542288557216
6121,du Havre / de Rouen,45.5345625650145,-73.5547864646651,1205.0,1220.0,867.0,2563.0,20674.8195377,422.991370097,480.786861013,1251.42175248,0,4,1,0,801.514892432,3.0,8.0,83.0,27.0,86072.5728955,0.004975124378109453,22.82
6122,Logan / d'Iberville,45.53057,-73.54913,937.0,966.0,429.0,1608.0,2026.12513037,321.018291313,679.311479342,2008.8277586,0,5,0,0,1576.56814641,6.0,11.0,81.0,15.0,122511.41254,0.0,17.487562189054728
6123,Alexandre-DeSève / la Fontaine,45.52327641182772,-73.55821833014487,1063.0,1458.0,347.0,2434.0,959.153792484,267.10758305900004,120.272044995,1241.32892726,0,1,0,0,918.269107133,1.0,2.0,82.0,15.0,69115.8870032,0.004975124378109453,24.865
6124,Poupart / Ontario,45.53193889278052,-73.55343863368034,1496.0,2070.0,2044.0,3262.0,0.0,238.67411663400003,328.374607002,1822.39423648,0,9,4,0,1276.5951909900002,4.0,2.0,87.0,27.0,117767.250673,0.0,35.51243781094527
6125,Ellendale / de la Côte-des-Neiges,45.499757,-73.62929799999998,739.0,1500.0,701.0,1017.0,0.0,0.0,613.9517981419999,2175.47121605,0,18,14,0,2943.51599319,7.0,4.0,92.0,27.0,165236.04743,0.004975124378109453,20.61
6126,Fullum / de Rouen,45.53213680524969,-73.55871319770812,2246.0,1851.0,993.0,3408.0,5147.61924765,416.061984083,0.0,2237.68271281,0,7,2,0,1391.3258660300005,1.0,1.0,83.0,23.0,116559.129445,0.0,37.88059701492537
6127,de Gaspé / Jean-Talon,45.53658244795977,-73.61622512340546,1907.0,2718.0,1318.0,2761.0,0.0,682.2410499849999,154.30518509,933.445500811,0,9,8,0,704.8600527830001,1.0,3.0,92.0,23.0,63297.349664,0.01990049751243781,43.65482233502538
6128,Hogan / Ontario,45.53529548038031,-73.55116009712218,1063.0,942.0,430.0,1483.0,0.0,0.0,0.0,1560.70526446,0,10,4,0,761.679033518,4.0,2.0,84.0,11.0,113953.837501,0.0,18.930348258706466
6129,de Bordeaux / Sherbrooke,45.52997069129103,-73.56305301189424,2589.0,3110.0,1129.0,3524.0,0.0,120.565486647,669.113683104,1056.06284287,0,2,2,0,1921.99115971,5.0,3.0,86.0,15.0,97834.3444136,0.0,57.40298507462686
6130,Sherbrooke / Frontenac,45.5367,-73.56081,1250.0,1194.0,204.0,1289.0,47.8323811032,0.0,809.596924236,537.914247057,0,2,0,0,1235.96838134,8.0,8.0,83.0,15.0,77604.8031406,0.024875621890547265,26.071428571428573
6131,Fullum / Sherbrooke,45.533924,-73.562425,4138.0,3595.0,517.0,3272.0,24707.7406508,407.40178929,271.572481865,748.1400352399999,0,1,0,0,913.222734376,2.0,2.0,84.0,39.0,67965.1599303,0.0,74.72636815920399
6132,Larivière / de Lorimier,45.5291345371163,-73.55923354625702,3030.0,2352.0,1369.0,4145.0,16523.5776455,0.0,259.88647884700003,1352.1107497500002,0,5,0,0,1067.85620618,2.0,2.0,84.0,35.0,102488.654756,0.0,49.70646766169154
6133,Chapleau / Terrasse Mercure,45.53673838509649,-73.56516659259795,2528.0,2958.0,628.0,3589.0,27921.1535895,547.845705781,879.154665974,1095.46861593,0,12,1,0,827.0125797810001,7.0,5.0,85.0,19.0,114472.209765,0.03980099502487562,48.60621761658031
6134,Bercy / Rachel,45.53840340979245,-73.5619640350342,1939.0,2193.0,1136.0,2496.0,0.0,419.375262759,347.08168889,1583.47765316,0,7,5,0,574.924376873,8.0,6.0,82.0,11.0,126029.005737,0.0,39.32835820895522
6136,Métro Laurier (Rivard / Laurier),45.52761627,-73.5891147,9015.0,14991.0,7636.0,11447.0,0.0,191.705655565,188.015205018,805.069375493,1,5,5,0,779.5656523049998,1.0,2.0,93.0,19.0,46308.6431124,0.009950248756218905,239.99497487437185
6137,Cartier / Gauthier,45.53034708827074,-73.56698781251906,4209.0,4514.0,930.0,6233.0,22259.6641408,412.501222975,737.865131283,612.6449349550002,0,3,2,0,1599.89222507,3.0,4.0,87.0,19.0,87303.7629508,0.004975124378109453,84.135
6138,Gauthier / de Lorimier,45.53167355364312,-73.56541335582732,3469.0,3944.0,841.0,5274.0,0.0,911.63042423,0.0,796.161278311,0,6,0,0,752.2293562029998,1.0,2.0,88.0,11.0,49349.9353191,0.0,66.14427860696517
6139,Gauthier / Parthenais,45.53292625574653,-73.56377989053726,2512.0,2112.0,526.0,2714.0,0.0,74.324853448,158.946574548,825.7411492349999,0,1,0,0,1026.7757534,4.0,3.0,89.0,15.0,55656.5909515,0.0,41.08955223880597
6140,Marquette / Rachel,45.5298015824607,-73.5702896118164,2993.0,5094.0,1628.0,6127.0,41218.5320711,913.443322913,521.6737687890001,833.834841766,0,3,0,0,900.3109679139999,7.0,4.0,88.0,15.0,96847.5683912,0.0,84.363184079602
6141,des Érables / Rachel,45.53354753725336,-73.5668671131134,2492.0,2381.0,549.0,3309.0,0.0,944.544174811,399.259910099,1409.64549808,0,5,3,0,1666.50318584,7.0,3.0,90.0,19.0,92415.6790635,0.09950248756218906,50.40331491712707
6142,Calixa-Lavallée / Rachel,45.5277947855251,-73.57193917036057,4750.0,5154.0,1022.0,6596.0,46195.9590426,318.557749901,186.969462706,779.7944808859999,0,0,1,0,373.118134007,2.0,1.0,87.0,31.0,69856.0113544,0.024875621890547265,98.41836734693878
6143,Rachel / de Brébeuf,45.52689,-73.57264,4003.0,6364.0,1858.0,7331.0,34287.8102843,601.675708337,210.454040418,564.316845587,0,1,1,0,505.9956458580001,3.0,2.0,88.0,29.0,60269.7568496,0.0,103.24378109452736
6145,du Parc-La Fontaine / Duluth,45.52451761488783,-73.57197672128676,1855.0,3760.0,747.0,4394.0,46276.7357432,284.904691344,0.0,1289.91599946,0,3,0,0,685.866787552,4.0,1.0,87.0,23.0,85829.2366545,0.0,58.592039800995025
6146,du Parc-La Fontaine / Roy,45.523170471388255,-73.5690128803253,2218.0,3841.0,1144.0,3580.0,38378.2627906,294.938867104,0.0,798.8140066879998,0,0,1,0,460.900144003,2.0,1.0,88.0,23.0,79510.0470885,0.0,62.701492537313435
6147,Calixa-Lavallée / Sherbrooke,45.52479,-73.56545,3464.0,5543.0,2810.0,3028.0,74183.68584629997,0.0,227.870081382,534.030649227,0,1,0,0,225.835684447,3.0,2.0,78.0,23.0,93967.6803375,0.0,86.69651741293532
6148,Émile-Duployé / Sherbrooke,45.52720058937288,-73.56472939252852,5004.0,5937.0,2865.0,5093.0,84490.56337109997,0.0,675.1540241580001,490.61516439,0,5,1,0,769.630957802,6.0,5.0,80.0,27.0,128562.442796,0.0,108.19900497512438
6149,Chapleau / du Mont-Royal,45.53867,-73.56936,2321.0,1858.0,845.0,2467.0,409.365251913,0.0,730.1132206410001,753.7258313939999,0,7,4,0,378.181198271,4.0,4.0,89.0,23.0,112188.206411,0.0,40.3681592039801
6150,Messier / du Mont-Royal,45.53711414,-73.5710031,2478.0,3660.0,849.0,4780.0,0.0,188.849230644,0.0,570.229997883,0,3,2,0,625.6669218870002,2.0,2.0,91.0,19.0,34684.3045891,0.0,60.9452736318408
6151,Parthenais / du Mont-Royal,45.53646917409483,-73.57146307826042,2997.0,3924.0,1274.0,5178.0,0.0,684.644459766,0.0,1158.1890785299995,0,10,5,0,1124.3194762700002,3.0,2.0,90.0,23.0,63414.149123,0.0,71.2089552238806
6152,Chabot / du Mont-Royal,45.53418509490266,-73.57358872890471,4635.0,6128.0,2178.0,8056.0,9106.65155136,252.396392518,0.0,1476.18588569,0,17,5,0,823.4632209660001,5.0,4.0,92.0,23.0,70442.5707476,0.0,108.19402985074628
6153,Cartier / Marie-Anne,45.532674,-73.571776,2871.0,2430.0,1484.0,3477.0,9218.80626667,168.40549946799996,245.924304687,781.086526676,0,12,4,0,553.061445254,2.0,3.0,92.0,19.0,62146.5640534,0.01990049751243781,49.223350253807105
6154,Marquette / du Mont-Royal,45.53229,-73.57544,4247.0,9195.0,3206.0,10432.0,0.0,625.4654235070001,321.63569277,1462.70302159,0,22,12,0,981.010003287,5.0,5.0,93.0,19.0,83314.4099404,0.0,148.8407960199005
6155,Garnier / du Mont-Royal,45.53092,-73.57674,5140.0,6807.0,1957.0,8794.0,0.0,0.0,0.0,935.480326078,0,11,8,0,843.078316549,3.0,2.0,95.0,31.0,53531.9534426,0.0,121.64179104477611
6156,Marie-Anne / de la Roche,45.52775814390426,-73.57618510723114,3511.0,3441.0,1372.0,4586.0,0.0,522.5886178019999,0.0,1244.50218044,0,9,3,0,1002.32102142,2.0,2.0,94.0,19.0,57403.7439297,0.0,65.44278606965175
6157,de Brébeuf / du Mont-Royal,45.52940777616882,-73.57815384864806,3290.0,6315.0,1524.0,7352.0,0.0,804.419222342,0.0,1394.2767356899997,0,19,10,0,904.467879546,3.0,3.0,95.0,23.0,61147.4734848,0.014925373134328358,108.66666666666667
6158,Gilford / de Brébeuf,45.530816227815954,-73.58162596821784,2764.0,2885.0,754.0,4285.0,0.0,633.5126146689998,0.0,858.243053548,0,4,2,0,854.154203303,1.0,1.0,91.0,19.0,53256.920533,0.0,56.592039800995025
6159,Ann / Wellington,45.49452705626516,-73.55675250291823,1155.0,1646.0,871.0,2002.0,4506.93414795,469.399209535,448.786969451,921.248309175,0,3,2,0,448.34289957,3.0,5.0,81.0,15.0,64668.0270128,0.14427860696517414,28.988372093023255
6160,Garnier / St-Joseph,45.53297745535149,-73.58122229576111,2979.0,2105.0,478.0,3284.0,0.0,527.9097635630001,640.0285939289998,901.535401189,0,3,1,0,785.5061334060001,4.0,2.0,89.0,23.0,55296.2946898,0.0,47.90547263681592
6161,Cartier / St-Joseph,45.53582823686429,-73.57869029045105,2120.0,2124.0,501.0,2844.0,0.0,405.795209866,1000.85299699,863.567610327,0,16,5,0,1194.52751876,8.0,5.0,87.0,19.0,73558.81499,0.0,40.517412935323385
6162,Legendre / Henri-Julien,45.54612387708119,-73.64664673805238,311.0,764.0,489.0,633.0,52624.7437325,418.982785785,185.645126705,1345.03246654,0,1,0,0,678.9568949150001,7.0,3.0,70.0,27.0,189076.678397,0.11940298507462686,10.774011299435028
6163,Marquette / Laurier,45.53543,-73.5822,4939.0,5117.0,1542.0,7564.0,0.0,225.534270726,234.287263839,962.344560582,0,17,12,0,1148.6863537,2.0,3.0,85.0,27.0,79123.9085686,0.0,99.98507462686567
6164,de Lanaudière / Laurier,45.5333136054992,-73.58373686671256,2567.0,4993.0,1024.0,6881.0,0.0,362.913985826,0.0,1012.33925502,0,11,4,0,960.706183559,0.0,0.0,85.0,19.0,56798.786257,0.014925373134328358,76.87373737373737
6165,Laurier / de Brébeuf,45.53251395631143,-73.58481109142303,4243.0,7557.0,1473.0,11762.0,26370.8436099,509.300412244,0.0,735.5668703010001,0,4,1,0,461.752244092,0.0,0.0,87.0,31.0,57026.6117809,0.0,119.3731343283582
6166,Gerry-Boulet / St-Grégoire,45.5337352275406,-73.58930647373201,4406.0,3180.0,571.0,4667.0,42689.8665735,937.436602216,0.0,1743.43339672,0,1,0,0,905.217255303,3.0,1.0,72.0,11.0,145906.665009,0.0,68.92537313432835
6167,Marquette / St-Grégoire,45.53703,-73.58584,2055.0,2149.0,329.0,3496.0,0.0,140.798028157,119.414039715,1217.76746468,0,3,0,0,1309.1128037,4.0,1.0,73.0,23.0,93626.4031881,0.0,37.32835820895522
6168,Marmier / St-Denis,45.530871318676006,-73.5983455181122,1482.0,3980.0,2534.0,2179.0,0.0,123.467360285,762.684556356,783.901729812,1,1,2,0,152.35269285499996,8.0,7.0,86.0,31.0,62247.5730307,0.0,55.7363184079602
6169,Boyer / du Mont-Royal,45.527432126380575,-73.57991673052311,3938.0,7986.0,2733.0,8200.0,0.0,0.0,0.0,1403.21218432,0,17,7,0,1062.61631332,5.0,4.0,96.0,27.0,69809.8195942,0.0,136.7860696517413
6170,de Mentana / Laurier,45.53045006508681,-73.58763813972473,2052.0,4337.0,741.0,4803.0,41263.0483818,500.496104714,0.0,796.2965641139999,0,4,0,0,570.366783274,0.0,0.0,89.0,23.0,78364.8442482,0.0,66.04477611940298
6171,Wolfe / Robin,45.51958082831579,-73.5601159930229,2169.0,1752.0,662.0,3218.0,0.0,0.0,0.0,1224.93036618,0,15,3,0,818.0374463139999,2.0,1.0,94.0,23.0,59133.3712478,0.0,36.72139303482587
6173,Berri / Cherrier,45.51908844137639,-73.56950908899306,3345.0,5971.0,2254.0,4116.0,0.0,235.861090342,123.634083027,1123.80530522,1,3,8,0,453.606035764,3.0,6.0,96.0,23.0,46907.8346522,0.04477611940298507,97.32291666666667
6174,Roy / St-Denis,45.51908,-73.5727,3743.0,4723.0,1411.0,5325.0,0.0,287.786821078,437.418678085,1218.8550975299995,0,25,13,0,866.247564761,5.0,5.0,95.0,23.0,78950.025683,0.029850746268656716,91.27179487179487
6175,St-Christophe / Cherrier,45.52027785033668,-73.56821626424791,3486.0,4763.0,1660.0,3095.0,0.0,272.741133914,118.296554328,1249.5687273299998,0,4,2,0,1307.63427786,2.0,2.0,94.0,19.0,67151.6151181,0.0,82.51243781094527
6176,de Mentana / Rachel,45.52496323980324,-73.57555881142615,2036.0,4876.0,1061.0,6243.0,2657.30576259,296.964278085,296.956616763,1340.01238968,0,8,11,0,1046.03133938,5.0,3.0,93.0,19.0,66525.3483023,0.0,87.76119402985074
6177,St-Hubert / Duluth,45.52242565278864,-73.57418417930603,2605.0,3714.0,814.0,4761.0,0.0,0.0,0.0,1646.31576611,0,9,12,0,1199.24297874,0.0,0.0,93.0,15.0,72587.7298997,0.0,68.96517412935323
6178,Rivard / Rachel,45.5222776,-73.5775906,3213.0,6247.0,2443.0,7032.0,0.0,485.625419854,485.624781886,310.315864362,0,49,23,0,674.4431086849999,4.0,4.0,96.0,19.0,50888.6415135,0.0,104.00995024875621
6179,Duluth / St-Denis,45.52060423232697,-73.57598394155501,1781.0,4055.0,1092.0,4702.0,0.0,267.609615652,267.608637337,737.191021397,0,38,22,0,794.549605253,2.0,2.0,96.0,23.0,55628.9623617,0.04477611940298507,71.34895833333333
6180,St-Dominique / René-Lévesque,45.5094183667176,-73.56135785579681,1458.0,3208.0,2256.0,3523.0,0.0,0.0,900.4438111079999,1257.7673535,0,15,14,0,1086.97759382,4.0,15.0,97.0,20.0,82579.54712,0.0,49.58706467661692
6181,Clark / Rachel,45.5173538,-73.58212888,4489.0,6392.0,2250.0,4897.0,3936.8013256,937.131387887,323.764181745,675.8773086830001,0,12,9,0,747.2159201239999,1.0,3.0,96.0,27.0,56728.2762794,0.004975124378109453,107.145
6182,de Bullion / du Mont-Royal,45.521751208485135,-73.58526840806006,2208.0,3374.0,744.0,3309.0,0.0,234.616532938,0.0,524.0918758280001,0,4,1,0,377.028156558,2.0,3.0,98.0,19.0,25087.0397403,0.0,57.850746268656714
6183,Laval / du Mont-Royal,45.5223645775784,-73.58414590358734,2994.0,4420.0,1652.0,4804.0,0.0,525.366580946,0.0,1871.72779442,0,13,7,0,1128.62130979,2.0,3.0,98.0,19.0,77799.4046664,0.0,79.22885572139303
6184,Métro Mont-Royal (Rivard / du Mont-Royal),45.524673,-73.58255,5202.0,13908.0,7662.0,11251.0,0.0,427.660891165,427.660708934,1070.73668678,1,42,22,0,905.37968772,11.0,8.0,96.0,35.0,74440.3015966,0.0,217.90547263681592
6185,des Érables / Bélanger,45.54912085535069,-73.60087350010872,986.0,940.0,313.0,1389.0,3722.41625521,0.0,0.0,2058.8870754,0,9,5,0,1194.9652728099998,5.0,2.0,79.0,15.0,104613.537336,0.1044776119402985,20.45
6186,St-Hubert / Laurier,45.52931012171625,-73.58865737915039,2338.0,3494.0,1470.0,3039.0,0.0,146.448444375,0.0,1268.702695,0,3,1,0,820.273131885,1.0,1.0,90.0,15.0,46103.2956172,0.12437810945273632,66.6590909090909
6187,Resther / du Mont-Royal,45.52562819123256,-73.58177483081819,2409.0,6946.0,4623.0,5884.0,0.0,0.0,0.0,1261.99495144,0,13,6,0,684.491793096,2.0,3.0,96.0,23.0,54721.6069359,0.0,102.92039800995025
6188,de Mentana / Marie-Anne,45.52602656522141,-73.57785880565643,2470.0,2594.0,731.0,3509.0,0.0,0.0,0.0,924.955339974,0,1,1,0,591.4660610670002,0.0,0.0,95.0,31.0,44240.4586123,0.0,46.88059701492537
6189,Chabot / Everett,45.55072306022627,-73.60957056283952,1044.0,991.0,306.0,1436.0,0.0,725.5203632169998,297.358462879,2511.248139059999,0,9,1,0,2945.84944168,4.0,3.0,69.0,11.0,162905.126707,0.009950248756218905,19.849246231155778
6190,Pontiac / Gilford,45.52700933427065,-73.58576595783235,3245.0,6137.0,2832.0,4193.0,0.0,145.82299592299998,145.822105921,1254.65861166,1,9,7,0,887.3948826629999,2.0,2.0,95.0,23.0,54515.0390187,0.0,99.83084577114428
6191,St-Zotique / Clark,45.531401,-73.612674,1456.0,3841.0,2346.0,2830.0,7285.105925249999,0.0,471.740781787,302.950996881,0,11,10,0,506.964947485,1.0,2.0,92.0,15.0,48115.9188228,0.0,57.950248756218905
6192,Berri / St-Grégoire,45.52996959525514,-73.59190285205841,1647.0,1850.0,267.0,2098.0,0.0,0.0,0.0,1450.05092804,0,6,1,0,820.385972471,2.0,1.0,89.0,23.0,65451.9199831,0.0945273631840796,37.07692307692308
6193,de l'Esplanade / Fairmount,45.521495,-73.596758,2635.0,6704.0,2088.0,7192.0,0.0,571.299391374,220.947447147,1076.98541387,0,15,7,0,1214.2138827699996,2.0,3.0,93.0,15.0,76209.805711,0.0,101.16915422885572
6194,Métro Atwater (Atwater / Ste-Catherine),45.48947622882085,-73.58456566929817,2949.0,7131.0,2700.0,6690.0,10447.661705200002,294.34289741,1343.7432691900003,1569.1741843,2,27,13,0,1110.3766176,16.0,20.0,95.0,27.0,133603.481223,0.1791044776119403,128.8121212121212
6195,de Bullion / St-Joseph,45.5240365462478,-73.59014332294464,3131.0,4601.0,1466.0,3034.0,2085.73659784,378.927601486,688.3414542510001,1022.58027754,0,2,0,0,848.992036154,3.0,3.0,96.0,31.0,52072.1850547,0.0,76.35820895522389
6196,Villeneuve / St-Laurent,45.52134173413233,-73.58941912651063,3807.0,6045.0,1637.0,5868.0,29.7056291923,983.826312579,574.039047478,842.4538177429998,0,18,9,0,936.545905579,3.0,4.0,95.0,19.0,68287.1583232,0.0,107.11940298507463
6197,de Bordeaux / Masson,45.538984395523,-73.58244538307191,2172.0,2214.0,1491.0,2460.0,0.0,908.17496301,0.0,1695.80160575,0,8,2,0,644.704035292,4.0,2.0,74.0,19.0,66725.5896487,0.0,45.830845771144276
6198,Hélène-Baillargeon / St-Denis,45.52974,-73.59527,783.0,1396.0,467.0,891.0,0.0,267.161581897,462.46412572300005,757.6758907939999,0,0,0,0,548.475700959,1.0,2.0,87.0,23.0,69009.4569974,0.0,21.383084577114428
6199,St-Viateur / St-Laurent,45.525930730227095,-73.59883904457092,2917.0,6000.0,4461.0,3238.0,0.0,319.10860992700003,294.61298407,489.658521911,0,15,10,0,587.8193991740001,3.0,3.0,94.0,23.0,52293.1108074,0.0,89.58706467661692
6200,Maguire / St-Laurent,45.52462848559264,-73.5958108305931,2151.0,6486.0,4173.0,4618.0,0.0,449.007222896,437.389365831,826.9136250499998,0,25,22,0,895.503233927,2.0,2.0,93.0,23.0,74446.6537649,0.0,88.42288557213931
6201,Villeneuve / de l'Hôtel-de-Ville,45.523544198302034,-73.58733236789703,3163.0,3943.0,1005.0,4032.0,0.0,590.0211485630001,0.0,2132.89068161,0,4,6,1,1288.4691560099998,1.0,2.0,96.0,23.0,81670.6712654,0.0,69.09452736318408
6202,Ste-Famille / Sherbrooke,45.51007154847701,-73.57075229287146,3860.0,5906.0,3458.0,4812.0,0.0,410.678328075,495.001294616,570.3042880960002,0,9,5,0,1190.4201000899998,7.0,9.0,97.0,39.0,70865.7251251,0.0,99.74626865671642
6203,Aylmer / Sherbrooke,45.50658668914343,-73.57329905033113,2284.0,4479.0,3351.0,2930.0,0.0,66.1572468446,199.31133207,394.115543125,0,3,1,0,913.97733223,2.0,2.0,98.0,23.0,50378.6067487,0.004975124378109453,68.485
6204,Milton / Durocher,45.508140959417744,-73.57492983341217,2607.0,5867.0,3679.0,4258.0,0.0,290.280647048,0.0,596.9323027809999,0,4,1,0,1005.24912196,0.0,0.0,97.0,27.0,38936.8740967,0.0,88.30845771144278
6205,Milton / du Parc,45.50936142835129,-73.57386365532875,2488.0,5416.0,1976.0,4564.0,0.0,329.662713014,270.497013196,605.533706466,0,11,13,0,1325.7395520099997,2.0,4.0,96.0,31.0,49684.308115,0.0,86.12437810945273
6206,Prince-Arthur / du Parc,45.51059,-73.57547,3410.0,8354.0,3260.0,7168.0,0.0,119.749928775,192.723005315,181.345115509,0,5,3,0,587.7591647150001,2.0,4.0,96.0,35.0,25496.48488,0.0,122.24875621890547
6207,Ste-Famille / des Pins,45.51283174510449,-73.57688784599306,1789.0,2311.0,1962.0,2149.0,7948.738952129999,93.1002869119,301.406280396,375.446906717,0,1,1,0,408.651720795,1.0,2.0,94.0,15.0,76907.4277274,0.0,40.134328358208954
6208,Hutchison / des Pins,45.51069,-73.57805,2136.0,4077.0,2569.0,3950.0,14953.121031,503.559130078,1247.0026885900004,656.604559114,0,1,1,0,732.846106853,7.0,6.0,92.0,23.0,83251.7507207,0.0,61.19402985074627
6209,Milton / Clark,45.51254135285248,-73.57067719101906,3409.0,6330.0,2731.0,5157.0,0.0,403.114357849,650.8318694470001,723.179785851,0,14,16,0,1004.99777105,3.0,4.0,95.0,23.0,67073.6593611,0.0,109.95024875621891
6210,Métro Sauvé (Berri / Sauvé),45.55069206841976,-73.65636706352235,1085.0,2985.0,2047.0,1721.0,57494.7512215,943.307362018,1799.77891894,1265.43096366,2,9,2,0,903.233211329,12.0,9.0,68.0,26.0,196208.037039,0.0,35.69651741293532
6211,Roy / St-Laurent,45.515616239398405,-73.57580825686453,4208.0,8622.0,3235.0,9006.0,0.0,70.46536586100001,416.348626209,856.443416035,0,21,12,0,582.665581534,3.0,5.0,94.0,27.0,48170.8077404,0.0,143.44776119402985
6212,Duluth / de l'Esplanade,45.51509198406273,-73.58114182949065,2845.0,5293.0,1368.0,4224.0,50979.91069400001,1178.9151794,937.273971688,227.415501507,0,2,1,0,295.68012372,2.0,3.0,90.0,23.0,103531.458216,0.01990049751243781,81.75634517766497
6213,Duluth / St-Laurent,45.51687640567004,-73.57946008443831,2747.0,7404.0,2354.0,7635.0,0.0,0.0,209.146314469,922.683510828,0,26,16,0,758.64302821,1.0,3.0,95.0,15.0,52579.0049745,0.0,108.69154228855722
6214,Square St-Louis (du Square St-Louis / Laval),45.516090801970655,-73.5701286792755,2534.0,4165.0,1701.0,3536.0,11381.477637199998,180.5935672,21.7707479854,1095.56586536,0,2,2,0,729.983214092,0.0,0.0,95.0,31.0,58505.5530895,0.11442786069651742,88.1685393258427
6215,Metcalfe / St-Catherine,45.50083231626815,-73.57245951890945,578.0,3900.0,2239.0,1831.0,0.0,0.0,79.9235686233,395.559841546,0,17,3,0,62.8294973092,4.0,4.0,97.0,40.0,19616.464196,0.19402985074626866,56.08024691358025
6216,Parc Jeanne Mance (monument sir George-Etienne Cartier),45.51483985896893,-73.58477890491486,3064.0,10822.0,2211.0,6518.0,146447.83673099996,894.53112863,799.984069556,13.1431151324,0,0,0,0,16.7841294017,2.0,4.0,85.0,39.0,146447.836732,0.014925373134328358,141.46464646464648
6217,Vallières / St-Laurent,45.51896722332005,-73.58361616730691,2789.0,5311.0,1716.0,4320.0,296.729931345,529.126322742,338.974490159,1201.1957582300004,0,20,12,0,918.489059848,2.0,2.0,97.0,23.0,70681.6621126,0.0,90.57213930348259
6218,Prince-Arthur / St-Urbain,45.512587402209256,-73.57373893260956,2554.0,3045.0,1446.0,2801.0,0.0,350.99446503800004,237.644265645,113.349312695,0,0,0,0,574.204964326,1.0,2.0,94.0,27.0,28692.9866761,0.0,56.48756218905473
6219,de l'Hôtel-de-Ville / Roy,45.51740076184449,-73.57460528612138,3147.0,3190.0,1061.0,4243.0,0.0,578.4974089030001,207.243572775,1120.74157556,0,6,3,0,888.7466092329998,2.0,2.0,93.0,23.0,59283.8380168,0.0,60.27363184079602
6220,Laval / Duluth,45.519216236873945,-73.57718020677568,3756.0,4422.0,1067.0,5543.0,0.0,495.681844347,0.0,1250.6856446499996,0,8,6,0,1014.20204754,0.0,0.0,94.0,27.0,56079.7523685,0.0,84.71641791044776
6221,du Mont-Royal / Clark,45.51941,-73.58685,5839.0,10923.0,4852.0,9826.0,0.0,820.950880472,496.610467646,473.501416067,0,21,10,0,716.0450511350001,6.0,5.0,96.0,27.0,54949.8125575,0.0,174.84577114427861
6222,de l'Esplanade / du Mont-Royal,45.518252908552206,-73.58833819627759,2948.0,4530.0,1205.0,4266.0,16789.1832596,454.661379465,45.4443421379,666.8430957329999,0,3,1,0,639.160559644,0.0,0.0,93.0,15.0,54162.6887366,0.0,74.55721393034825
6223,du Mont-Royal / du Parc,45.517,-73.589,4024.0,5977.0,1068.0,4882.0,67600.418644,217.341948987,1469.52625658,402.419920228,0,8,4,0,645.4992443630001,12.0,8.0,91.0,33.0,106685.796695,0.014925373134328358,103.5
6224,Villeneuve / du Parc,45.51829,-73.59235,1838.0,3066.0,887.0,3374.0,0.0,375.547875739,723.3341372860001,1382.0447634,0,23,11,0,1956.5437733,5.0,5.0,96.0,15.0,114150.898457,0.11442786069651742,63.43258426966292
6225,Villeneuve / St-Urbain,45.520188,-73.590559,2828.0,3434.0,662.0,3399.0,0.0,1045.6328865,521.778830699,480.519514742,0,7,1,0,1080.35162382,1.0,2.0,97.0,19.0,63679.2355473,0.0,63.91044776119403
6226,Hôpital Maisonneuve-Rosemont (Rosemont / Chatelain),45.575707,-73.561562,444.0,2138.0,1916.0,691.0,0.0,464.043820786,991.43960923,1397.0894646800002,0,0,0,0,787.578999583,11.0,3.0,36.0,35.0,195735.722233,0.0,21.398009950248756
